description,predicted_category,industry,country,expected_pricing,marketing_budget,team_size,founder_experience,competition_level,expected_investment,success_score,success_label,revenue_y1,revenue_y2,revenue_y3,funding_readiness
A cloud-based decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,1,175.0,132121.0,5,12,2,393118.0,52.88683108715487,1,539416.40149035,816787.391388981,1386400.1651556676,High
A fully-automated fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,0,139.0,136463.0,19,11,2,398013.0,70.2757859155149,1,698676.6076777882,925734.3924308845,1391756.9059432924,High
A user-friendly vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,2,476.0,121790.0,20,13,1,233612.0,87.03050355856946,1,455931.925555726,682812.6854203233,1136422.4046695672,High
A user-friendly virtual reality simulations for science lab experiments in universities. utilizing modern tech.,EdTech,0,1,10.0,82814.0,16,3,1,298614.0,52.963406635581,1,463238.8705409552,547679.5917021675,676262.550199778,Medium
A user-friendly deep learning neural network for predicting supply chain disruptions in shipping. utilizing modern tech.,AI,3,0,21.0,97974.0,6,14,2,307907.0,62.25955694500432,1,491283.81431445014,699095.5433444061,1158010.7344977122,High
A user-friendly fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,3,295.0,127673.0,6,10,1,486869.0,62.368434630813574,1,524210.21454092284,745261.3757294411,1160743.4971490477,High
A innovative biodegradable alternative packaging material made from seaweed fibers. utilizing modern tech.,Other,8,3,201.0,104047.0,8,2,2,300936.0,48.488360193828456,0,271835.13163150667,314999.5239872014,373877.9692370993,Medium
A user-friendly marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,0,349.0,93485.0,2,2,0,432917.0,67.330558241029,1,218854.56101309595,288949.79564689484,369232.38757982064,High
A fully-automated indie retro adventure game featuring physics-based puzzles and open worlds. utilizing modern tech.,Gaming,7,5,426.0,40978.0,20,9,1,154399.0,72.03160050732258,1,314120.88244152657,421014.4800479241,642826.9168665935,High
A fully-automated natural language processing api for summarizing legal documents and contracts. utilizing modern tech.,AI,3,1,434.0,13556.0,11,9,0,464159.0,100.0,1,458522.5649086601,638656.5853395433,941882.1135525258,High
A cloud-based decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,1,498.0,84488.0,17,7,2,355001.0,54.656905009404134,1,582292.125831119,746095.2319920764,1032339.809721902,Medium
A scalable ai-powered medical imaging diagnostics tool for early cancer detection. utilizing modern tech.,HealthTech,1,5,125.0,66387.0,13,3,1,425159.0,56.04810114983786,1,575564.0756507426,707583.2949964516,897333.1363222529,Medium
A cloud-based marketplace connecting smallholder farmers directly to wholesale crop buyers. utilizing modern tech.,Agriculture,5,4,293.0,134525.0,3,1,1,277305.0,34.59758758280382,0,290474.29913893936,342909.5137525664,395569.6489239229,Low
A user-friendly interactive school platform for students to practice mathematics and physics online. utilizing modern tech.,EdTech,0,4,280.0,29340.0,1,9,2,135072.0,43.21594030005385,0,96354.81966975308,134199.5179412498,195527.22313681507,Medium
A next-generation peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,1,23.0,47460.0,13,5,2,45387.0,62.18193605908047,1,205241.6316805588,252061.1253996643,357196.4312264749,Low
A fully-automated online education platform for children learning to code and build websites. utilizing modern tech.,EdTech,0,4,285.0,108001.0,20,12,1,396539.0,66.63805255120351,1,636943.2455575627,934250.2912149777,1542521.7683661715,High
A fully-automated fractional real estate investing application using smart contracts. utilizing modern tech.,FinTech,2,5,229.0,147474.0,1,14,1,112270.0,77.8048745202449,1,310019.37972938473,500696.3830413068,851969.8243821976,High
A innovative fitness tracker and personalized nutrition planner using biological metrics. utilizing modern tech.,HealthTech,1,5,271.0,107150.0,18,15,2,272491.0,64.05317367427926,1,668546.6103214747,1007672.16611044,1719752.4425378656,High
A next-generation gamified flight ticket search engine tracking lowest airline prices. utilizing modern tech.,Travel,6,0,275.0,23596.0,1,4,1,22143.0,49.81937389690523,0,62905.068435587986,76790.65611144884,108781.53718366951,Low
A fully-automated custom print-on-demand platform for independent artists and creators. utilizing modern tech.,E-commerce,4,3,84.0,98074.0,15,6,1,299010.0,66.7381530050594,1,437952.9039870577,558558.764374689,750815.5276106996,High
A fully-automated autonomous drone navigation software for warehouse inventory management. utilizing modern tech.,AI,3,3,166.0,46467.0,4,13,2,213370.0,65.6314393775699,1,260059.52852464913,363017.4697467969,592460.7303490848,High
A innovative mental health counseling chatbot providing cbt exercises and mood tracking. utilizing modern tech.,HealthTech,1,3,19.0,148675.0,12,2,1,294842.0,59.41299746718421,1,618964.6060870837,709464.4333376901,900818.7300725206,Medium
A cloud-based vr multiplayer physics sandbox game set in outer space. utilizing modern tech.,Gaming,7,0,56.0,106900.0,3,1,2,217432.0,60.0255962252102,1,279683.3933784987,322967.8664922323,379208.44008598616,Low
A user-friendly decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,4,120.0,15640.0,15,7,1,448193.0,59.37069608316701,1,479149.4696507733,635012.7311927639,945547.5638342106,High
A user-friendly telemedicine app connecting remote patients with general physicians and specialists. utilizing modern tech.,HealthTech,1,2,154.0,15547.0,13,4,1,256136.0,61.72875545256733,1,283655.92059811007,335890.67426896666,440056.5003564766,Medium
A user-friendly biodegradable alternative packaging material made from seaweed fibers. utilizing modern tech.,Other,8,0,311.0,65186.0,13,11,1,123598.0,87.93870973352303,1,259483.29269945386,382034.91310785897,615116.8475052678,High
A innovative biodegradable alternative packaging material made from seaweed fibers. utilizing modern tech.,Other,8,4,277.0,24930.0,19,4,1,482877.0,62.38960431257454,1,291179.98035194864,372189.56735547644,494576.6601096484,High
A user-friendly gamified flight ticket search engine tracking lowest airline prices. utilizing modern tech.,Travel,6,1,207.0,5560.0,1,5,2,467972.0,28.121001140936237,0,173506.49722106283,205963.86819649854,267399.7743951322,Medium
A next-generation blockchain-based secure payment gateway for high-volume cross-border transactions. utilizing modern tech.,FinTech,2,5,206.0,39381.0,2,13,1,65055.0,59.53377022383034,1,144512.93810641207,214485.6501864798,357334.2596068837,High
A next-generation smart water purification system for residential properties. utilizing modern tech.,Other,8,5,418.0,58372.0,2,8,1,288340.0,47.28381707606796,0,158680.45633721276,210802.21930365823,309530.47642604384,High
A cloud-based multiplayer cloud gaming network streaming games directly to smart tvs. utilizing modern tech.,Gaming,7,0,220.0,90434.0,17,15,1,460494.0,67.05967482706153,1,526491.2618624568,753169.5660154632,1284330.9448665713,High
A scalable ai-powered medical imaging diagnostics tool for early cancer detection. utilizing modern tech.,HealthTech,1,1,342.0,134301.0,9,10,1,16809.0,95.03059001963025,1,400714.43526544183,528531.1394116833,791543.5799645664,High
A cloud-based vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,2,93.0,31837.0,2,2,0,140527.0,48.06078857025705,0,97578.42386400675,115317.10499574014,144402.15458824154,Medium
A scalable ai-driven automated feed system for livestock and poultry farms. utilizing modern tech.,Agriculture,5,5,236.0,135112.0,2,6,1,242697.0,64.81989714842238,1,203272.77991308717,242064.83651795093,337545.39085349475,Medium
A scalable deep learning neural network for predicting supply chain disruptions in shipping. utilizing modern tech.,AI,3,0,417.0,27204.0,15,14,2,395739.0,64.45007384142491,1,485212.0965209089,733896.1423992934,1244227.6479911124,High
A cloud-based peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,0,444.0,31270.0,13,15,2,220934.0,69.30507660414781,1,252026.458372611,360035.85980930325,635091.9967607626,High
A fully-automated vertical farming startup growing pesticide-free leafy greens in urban centers. utilizing modern tech.,Agriculture,5,0,478.0,145448.0,4,11,1,240287.0,66.25037104639637,1,301027.90794122446,435414.36832146207,685481.2449767966,High
A fully-automated decentralized micro-lending platform for small business owners in developing nations. utilizing modern tech.,FinTech,2,2,279.0,76150.0,13,8,2,83106.0,88.67557796799437,1,341115.03971253237,446071.3081958796,656002.4160468978,Medium
A innovative automated dropshipping software tool for shopify store operators. utilizing modern tech.,E-commerce,4,2,422.0,64001.0,2,3,0,307326.0,38.597838606632095,0,225373.82135793308,269388.29940888565,347310.5648708317,Medium
A user-friendly clean energy home battery systems storing excess solar power grid energy. utilizing modern tech.,Other,8,5,456.0,82867.0,4,9,1,310821.0,48.81437298293488,0,210420.1878426568,290192.6320360191,449036.4427357626,High
A scalable ai itinerary planner generating custom travel guides based on user interests. utilizing modern tech.,Travel,6,1,196.0,126360.0,2,0,1,494654.0,26.089716527258066,0,317502.06359167653,351656.7596433604,401946.2403967711,Medium
A cloud-based fractional real estate investing application using smart contracts. utilizing modern tech.,FinTech,2,0,276.0,39964.0,17,3,2,371511.0,41.22022858551386,0,536511.6701819565,563337.2536910543,705572.5645842557,Medium
A innovative saas booking management platform for local boutique hotels and tour guides. utilizing modern tech.,Travel,6,4,361.0,112680.0,5,4,0,215958.0,48.81154004036661,0,271120.8681369354,345561.99307220045,491002.6658756995,Medium
A fully-automated mobile marketplace for buying and selling verified pre-owned luxury goods. utilizing modern tech.,E-commerce,4,1,20.0,62139.0,12,11,0,32770.0,97.98808912323582,1,247100.68496787935,377264.0917906928,617106.6007791628,High
A cloud-based gamified flight ticket search engine tracking lowest airline prices. utilizing modern tech.,Travel,6,3,206.0,64184.0,14,14,1,323798.0,76.51443154909175,1,286586.28642978263,427701.54102572374,721104.3828194267,High
A user-friendly peer-to-peer campervan and rv rental marketplace for road trips. utilizing modern tech.,Travel,6,3,328.0,28989.0,18,7,1,236193.0,68.99354289219049,1,292241.97113066074,375543.274950452,573326.4924299843,High
A scalable fractional real estate investing application using smart contracts. utilizing modern tech.,FinTech,2,4,310.0,11462.0,10,15,2,349644.0,59.03113010433347,1,353898.4706248537,550965.5237490697,997248.415944206,High
A next-generation clean energy home battery systems storing excess solar power grid energy. utilizing modern tech.,Other,8,5,263.0,128227.0,15,5,2,7378.0,60.69293305711987,1,241491.7429656989,293334.12308094656,409647.9304995575,Low
A innovative local services app matching certified electricians and handymen. utilizing modern tech.,Other,8,2,368.0,95823.0,19,15,0,5170.0,100.0,1,248356.63410242143,370810.72212933964,690133.0230760282,High
A next-generation ai-powered medical imaging diagnostics tool for early cancer detection. utilizing modern tech.,HealthTech,1,1,203.0,57763.0,9,15,1,441954.0,70.83243193427982,1,449712.157378578,690767.2297873372,1277027.3632689368,High
A scalable computer vision safety monitoring for industrial construction sites. utilizing modern tech.,AI,3,1,470.0,112943.0,11,8,1,336799.0,70.65794404618053,1,673835.6796372291,841716.4322239715,1223044.3284211683,High
A scalable saas booking management platform for local boutique hotels and tour guides. utilizing modern tech.,Travel,6,2,56.0,140237.0,9,12,2,188901.0,86.02412474707616,1,331717.78027050867,475060.6474848882,751205.367122603,High
A innovative local services app matching certified electricians and handymen. utilizing modern tech.,Other,8,4,177.0,48669.0,20,4,2,170943.0,49.416371842126374,0,294118.56066695275,357414.8818675644,438833.0417541563,Low
A next-generation multiplayer cloud gaming network streaming games directly to smart tvs. utilizing modern tech.,Gaming,7,5,372.0,81358.0,5,10,1,71343.0,74.43435007396673,1,206091.42058865042,301401.46753955685,500897.74049776926,Medium
A cloud-based custom print-on-demand platform for independent artists and creators. utilizing modern tech.,E-commerce,4,3,498.0,53657.0,17,14,2,268295.0,57.14828705983544,1,395835.4019320861,605057.9830913866,989784.8704263103,High
A innovative local services app matching certified electricians and handymen. utilizing modern tech.,Other,8,3,202.0,28444.0,2,4,2,174254.0,32.99449614210089,0,95351.94286023224,107068.90364301422,131334.64869895086,Low
A fully-automated automated personal budgeting app that tracks expenses and recommends investment portfolios. utilizing modern tech.,FinTech,2,1,51.0,1713.0,8,11,1,433836.0,65.85875155092634,1,333570.2686742046,487744.4455621484,806519.8384534918,High
